pair_key,workplace_id,workplace_nombre,work_lat,work_lon,property_id,prop_ids,prop_lat,prop_lon,prop_district,modo,franja,depart_at,dia_semana,hora,osrm_dist_km,osrm_min,osrm_status,work_dist_centro_km,prop_dist_centro_km,hacia_el_centro,tt_dist_km,tt_min,tt_sin_trafico_min,tt_historico_min,tt_demora_min,tt_status
"-11.9951,-77.0617|-12.1008,-77.0377|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,989,989,-12.1008,-77.0377,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.19,63.36,ok,6.063,6.074,1,13.758,42.2,42.2,42.2,0.0,ok
"-11.9951,-77.0617|-12.1008,-77.0377|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,989,989,-12.1008,-77.0377,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.579,163.78,ok,6.063,6.074,1,13.233,158.8,158.8,158.8,0.0,ok
"-11.9951,-77.0617|-12.0959,-77.0459|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,543,543,-12.0959,-77.0459,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.1,63.97,ok,6.063,5.514,0,13.065,39.8,39.8,39.8,0.0,ok
"-11.9951,-77.0617|-12.0959,-77.0459|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,543,543,-12.0959,-77.0459,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.175,159.03,ok,6.063,5.514,0,12.839,154.07,154.07,154.07,0.0,ok
"-11.9951,-77.0617|-12.1271,-77.0268|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,143,143;183;371;912;1233,-12.1271,-77.0268,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.179,74.72,ok,6.063,9.141,1,16.937,51.28,51.28,51.28,0.0,ok
"-11.9951,-77.0617|-12.1271,-77.0268|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,143,143;183;371;912;1233,-12.1271,-77.0268,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,16.609,200.63,ok,6.063,9.141,1,16.268,195.22,195.22,195.22,0.0,ok
"-11.9951,-77.0617|-12.0946,-77.0426|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,903,903,-12.0946,-77.0426,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.024,63.25,ok,6.063,5.36,0,13.147,40.42,40.42,40.42,0.0,ok
"-11.9951,-77.0617|-12.0946,-77.0426|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,903,903,-12.0946,-77.0426,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.821,154.79,ok,6.063,5.36,0,12.677,152.13,152.13,152.13,0.0,ok
"-11.9951,-77.0617|-12.1029,-77.0562|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1380,1380,-12.1029,-77.0562,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,15.195,66.93,ok,6.063,6.449,1,14.196,43.07,43.07,43.07,0.0,ok
"-11.9951,-77.0617|-12.1029,-77.0562|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1380,1380,-12.1029,-77.0562,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,14.162,170.87,ok,6.063,6.449,1,13.817,165.8,165.8,165.8,0.0,ok
"-11.9951,-77.0617|-12.0982,-77.0392|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,490,490;1084;1094,-12.0982,-77.0392,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.18,62.91,ok,6.063,5.773,0,13.199,40.3,40.3,40.3,0.0,ok
"-11.9951,-77.0617|-12.0982,-77.0392|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,490,490;1084;1094,-12.0982,-77.0392,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.35,161.24,ok,6.063,5.773,0,13.14,157.68,157.68,157.68,0.0,ok
"-11.9951,-77.0617|-12.0994,-77.0611|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,620,620,-12.0994,-77.0611,Magdalena del Mar,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.22,65.23,ok,6.063,6.22,1,14.044,42.6,42.6,42.6,0.0,ok
"-11.9951,-77.0617|-12.0994,-77.0611|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,620,620,-12.0994,-77.0611,Magdalena del Mar,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.922,167.86,ok,6.063,6.22,1,13.22,158.65,158.65,158.65,0.0,ok
"-11.9951,-77.0617|-12.1124,-77.0478|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,726,726,-12.1124,-77.0478,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,16.188,72.03,ok,6.063,7.359,1,15.637,47.73,47.73,47.73,0.0,ok
"-11.9951,-77.0617|-12.1124,-77.0478|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,726,726,-12.1124,-77.0478,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,15.295,184.4,ok,6.063,7.359,1,14.948,179.37,179.37,179.37,0.0,ok
"-11.9951,-77.0617|-12.13,-77.0124|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,215,215,-12.13,-77.0124,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,18.884,82.71,ok,6.063,9.866,1,18.139,55.15,55.15,55.15,0.0,ok
"-11.9951,-77.0617|-12.13,-77.0124|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,215,215,-12.13,-77.0124,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.085,217.93,ok,6.063,9.866,1,17.468,209.62,209.62,209.62,0.0,ok
"-11.9951,-77.0617|-12.0928,-77.0278|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,150,150;1409,-12.0928,-77.0278,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.759,62.19,ok,6.063,5.411,0,13.15,39.98,39.98,39.98,0.0,ok
"-11.9951,-77.0617|-12.0928,-77.0278|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,150,150;1409,-12.0928,-77.0278,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.952,156.46,ok,6.063,5.411,0,12.735,152.82,152.82,152.82,0.0,ok
"-11.9951,-77.0617|-12.0853,-77.0389|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,759,759,-12.0853,-77.0389,Lince,cycling,valle,2026-09-01T13:00:00-05:00,1,13,12.658,56.63,ok,6.063,4.346,0,11.64,35.4,35.4,35.4,0.0,ok
"-11.9951,-77.0617|-12.0853,-77.0389|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,759,759,-12.0853,-77.0389,Lince,walking,valle,2026-09-01T13:00:00-05:00,1,13,11.884,143.25,ok,6.063,4.346,0,11.576,138.92,138.92,138.92,0.0,ok
"-11.9951,-77.0617|-12.0906,-77.029|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,743,743,-12.0906,-77.029,Lince,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.555,60.33,ok,6.063,5.139,0,12.967,39.47,39.47,39.47,0.0,ok
"-11.9951,-77.0617|-12.0906,-77.029|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,743,743,-12.0906,-77.029,Lince,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.591,152.15,ok,6.063,5.139,0,12.349,148.18,148.18,148.18,0.0,ok
"-11.9951,-77.0617|-12.1652,-76.9937|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,442,442,-12.1652,-76.9937,Santiago de Surco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,24.434,107.61,ok,6.063,14.248,1,23.121,70.27,70.27,70.27,0.0,ok
"-11.9951,-77.0617|-12.1652,-76.9937|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,442,442,-12.1652,-76.9937,Santiago de Surco,walking,valle,2026-09-01T13:00:00-05:00,1,13,23.078,278.62,ok,6.063,14.248,1,22.205,266.45,266.45,266.45,0.0,ok
"-11.9951,-77.0617|-12.1283,-77.0314|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,692,692,-12.1283,-77.0314,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.23,75.02,ok,6.063,9.191,1,17.187,51.98,51.98,51.98,0.0,ok
"-11.9951,-77.0617|-12.1283,-77.0314|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,692,692,-12.1283,-77.0314,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,16.659,200.92,ok,6.063,9.191,1,16.325,195.9,195.9,195.9,0.0,ok
"-11.9951,-77.0617|-12.1299,-77.0005|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1385,1385,-12.1299,-77.0005,Santiago de Surco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,19.26,86.41,ok,6.063,10.361,1,18.075,54.67,54.67,54.67,0.0,ok
"-11.9951,-77.0617|-12.1299,-77.0005|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1385,1385,-12.1299,-77.0005,Santiago de Surco,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.31,221.15,ok,6.063,10.361,1,17.565,210.78,210.78,210.78,0.0,ok
"-11.9951,-77.0617|-12.1122,-76.9745|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,779,779,-12.1122,-76.9745,Santiago de Surco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,20.254,90.59,ok,6.063,10.425,1,18.998,57.82,57.82,57.82,0.0,ok
"-11.9951,-77.0617|-12.1122,-76.9745|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,779,779,-12.1122,-76.9745,Santiago de Surco,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.768,225.92,ok,6.063,10.425,1,18.026,216.32,216.32,216.32,0.0,ok
"-11.9951,-77.0617|-12.124,-77.0062|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,569,569,-12.124,-77.0062,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,18.712,82.44,ok,6.063,9.502,1,17.329,52.52,52.52,52.52,0.0,ok
"-11.9951,-77.0617|-12.124,-77.0062|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,569,569,-12.124,-77.0062,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,17.447,210.79,ok,6.063,9.502,1,16.827,201.92,201.92,201.92,0.0,ok
"-11.9951,-77.0617|-12.096,-77.0553|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,389,389,-12.096,-77.0553,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.169,62.76,ok,6.063,5.68,0,13.376,40.85,40.85,40.85,0.0,ok
"-11.9951,-77.0617|-12.096,-77.0553|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,389,389,-12.096,-77.0553,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.28,160.2,ok,6.063,5.68,0,12.9,154.8,154.8,154.8,0.0,ok
"-11.9951,-77.0617|-12.091,-77.0348|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1411,1411,-12.091,-77.0348,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,12.975,57.84,ok,6.063,5.035,0,12.542,38.32,38.32,38.32,0.0,ok
"-11.9951,-77.0617|-12.091,-77.0348|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1411,1411,-12.091,-77.0348,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.319,149.03,ok,6.063,5.035,0,12.107,145.28,145.28,145.28,0.0,ok
"-11.9951,-77.0617|-12.1258,-77.0269|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,475,475,-12.1258,-77.0269,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.291,75.37,ok,6.063,8.997,1,16.939,51.3,51.3,51.3,0.0,ok
"-11.9951,-77.0617|-12.1258,-77.0269|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,475,475,-12.1258,-77.0269,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,16.469,198.95,ok,6.063,8.997,1,16.144,193.73,193.73,193.73,0.0,ok
"-11.9951,-77.0617|-12.0738,-77.0756|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1147,1147;1163;1165,-12.0738,-77.0756,Pueblo Libre,cycling,valle,2026-09-01T13:00:00-05:00,1,13,11.348,50.61,ok,6.063,4.691,0,11.589,35.38,35.38,35.38,0.0,ok
"-11.9951,-77.0617|-12.0738,-77.0756|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1147,1147;1163;1165,-12.0738,-77.0756,Pueblo Libre,walking,valle,2026-09-01T13:00:00-05:00,1,13,10.992,132.16,ok,6.063,4.691,0,10.286,123.43,123.43,123.43,0.0,ok
"-11.9951,-77.0617|-12.0934,-77.0461|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,104,104,-12.0934,-77.0461,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.068,62.96,ok,6.063,5.238,0,12.792,40.0,40.0,40.0,0.0,ok
"-11.9951,-77.0617|-12.0934,-77.0461|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,104,104,-12.0934,-77.0461,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.895,155.57,ok,6.063,5.238,0,12.567,150.8,150.8,150.8,0.0,ok
"-11.9951,-77.0617|-12.0697,-77.0444|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1174,1174,-12.0697,-77.0444,Jesús María,cycling,valle,2026-09-01T13:00:00-05:00,1,13,10.908,49.62,ok,6.063,2.597,0,9.83,29.93,29.93,29.93,0.0,ok
"-11.9951,-77.0617|-12.0697,-77.0444|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1174,1174,-12.0697,-77.0444,Jesús María,walking,valle,2026-09-01T13:00:00-05:00,1,13,9.888,119.35,ok,6.063,2.597,0,9.575,114.9,114.9,114.9,0.0,ok
"-11.9951,-77.0617|-12.1329,-77.0265|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1407,1407,-12.1329,-77.0265,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.861,77.47,ok,6.063,9.78,1,17.563,53.22,53.22,53.22,0.0,ok
"-11.9951,-77.0617|-12.1329,-77.0265|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1407,1407,-12.1329,-77.0265,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,17.271,208.58,ok,6.063,9.78,1,16.928,203.13,203.13,203.13,0.0,ok
"-11.9951,-77.0617|-12.1305,-77.0248|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,483,483,-12.1305,-77.0248,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.743,77.09,ok,6.063,9.554,1,17.472,53.03,53.03,53.03,0.0,ok
"-11.9951,-77.0617|-12.1305,-77.0248|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,483,483,-12.1305,-77.0248,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,17.12,206.79,ok,6.063,9.554,1,16.779,201.35,201.35,201.35,0.0,ok
"-11.9951,-77.0617|-12.138,-77.0204|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1077,1077,-12.138,-77.0204,Barranco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,19.013,83.27,ok,6.063,10.473,1,18.415,55.75,55.75,55.75,0.0,ok
"-11.9951,-77.0617|-12.138,-77.0204|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1077,1077,-12.138,-77.0204,Barranco,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.286,220.87,ok,6.063,10.473,1,17.946,215.35,215.35,215.35,0.0,ok
"-11.9951,-77.0617|-12.0713,-77.0966|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,10,10,-12.0713,-77.0966,San Miguel,cycling,valle,2026-09-01T13:00:00-05:00,1,13,12.57,56.21,ok,6.063,6.472,1,12.656,38.57,38.57,38.57,0.0,ok
"-11.9951,-77.0617|-12.0713,-77.0966|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,10,10,-12.0713,-77.0966,San Miguel,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.064,144.98,ok,6.063,6.472,1,11.379,136.55,136.55,136.55,0.0,ok
"-11.9951,-77.0617|-12.0973,-77.0213|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,121,121,-12.0973,-77.0213,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.86,65.57,ok,6.063,6.124,1,14.157,42.82,42.82,42.82,0.0,ok
"-11.9951,-77.0617|-12.0973,-77.0213|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,121,121,-12.0973,-77.0213,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.826,167.07,ok,6.063,6.124,1,13.309,159.7,159.7,159.7,0.0,ok
"-11.9951,-77.0617|-12.0908,-77.0649|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,324,324,-12.0908,-77.0649,Magdalena del Mar,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.072,61.29,ok,6.063,5.491,0,12.796,38.63,38.63,38.63,0.0,ok
"-11.9951,-77.0617|-12.0908,-77.0649|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,324,324,-12.0908,-77.0649,Magdalena del Mar,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.785,153.71,ok,6.063,5.491,0,12.103,145.23,145.23,145.23,0.0,ok
"-11.9951,-77.0617|-12.1168,-77.012|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,26,26,-12.1168,-77.012,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.566,77.61,ok,6.063,8.514,1,16.43,49.92,49.92,49.92,0.0,ok
"-11.9951,-77.0617|-12.1168,-77.012|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,26,26,-12.1168,-77.012,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,16.46,198.84,ok,6.063,8.514,1,15.912,190.95,190.95,190.95,0.0,ok
"-11.9951,-77.0617|-12.1384,-77.02|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,638,638,-12.1384,-77.02,Barranco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,19.011,83.43,ok,6.063,10.526,1,18.411,55.72,55.72,55.72,0.0,ok
"-11.9951,-77.0617|-12.1384,-77.02|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,638,638,-12.1384,-77.02,Barranco,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.271,220.66,ok,6.063,10.526,1,17.941,215.28,215.28,215.28,0.0,ok
"-11.9951,-77.0617|-12.0897,-77.0491|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,280,280,-12.0897,-77.0491,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.561,60.77,ok,6.063,4.863,0,12.534,38.3,38.3,38.3,0.0,ok
"-11.9951,-77.0617|-12.0897,-77.0491|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,280,280,-12.0897,-77.0491,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,12.351,149.01,ok,6.063,4.863,0,12.045,144.53,144.53,144.53,0.0,ok
"-11.9951,-77.0617|-12.0974,-77.0704|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,533,533,-12.0974,-77.0704,Magdalena del Mar,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.749,63.54,ok,6.063,6.416,1,13.871,42.07,42.07,42.07,0.0,ok
"-11.9951,-77.0617|-12.0974,-77.0704|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,533,533,-12.0974,-77.0704,Magdalena del Mar,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.495,162.19,ok,6.063,6.416,1,12.811,153.73,153.73,153.73,0.0,ok
"-11.9951,-77.0617|-12.0932,-77.0598|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,889,889;1232;1277,-12.0932,-77.0598,Magdalena del Mar,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.618,63.01,ok,6.063,5.522,0,13.267,40.28,40.28,40.28,0.0,ok
"-11.9951,-77.0617|-12.0932,-77.0598|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,889,889;1232;1277,-12.0932,-77.0598,Magdalena del Mar,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.194,159.1,ok,6.063,5.522,0,12.589,151.07,151.07,151.07,0.0,ok
"-11.9951,-77.0617|-12.0968,-77.0435|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,539,539;1155,-12.0968,-77.0435,San Isidro,cycling,valle,2026-09-01T13:00:00-05:00,1,13,14.379,63.67,ok,6.063,5.605,0,13.45,41.05,41.05,41.05,0.0,ok
"-11.9951,-77.0617|-12.0968,-77.0435|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,539,539;1155,-12.0968,-77.0435,San Isidro,walking,valle,2026-09-01T13:00:00-05:00,1,13,13.148,158.7,ok,6.063,5.605,0,13.035,156.42,156.42,156.42,0.0,ok
"-11.9951,-77.0617|-12.1429,-77.025|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,132,132,-12.1429,-77.025,Barranco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,19.174,83.89,ok,6.063,10.903,1,18.831,57.27,57.27,57.27,0.0,ok
"-11.9951,-77.0617|-12.1429,-77.025|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,132,132,-12.1429,-77.025,Barranco,walking,valle,2026-09-01T13:00:00-05:00,1,13,18.493,223.3,ok,6.063,10.903,1,18.47,221.63,221.63,221.63,0.0,ok
"-11.9951,-77.0617|-12.083,-77.0704|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,265,265,-12.083,-77.0704,Pueblo Libre,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.232,58.42,ok,6.063,5.057,0,12.116,38.05,38.05,38.05,0.0,ok
"-11.9951,-77.0617|-12.083,-77.0704|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,265,265,-12.083,-77.0704,Pueblo Libre,walking,valle,2026-09-01T13:00:00-05:00,1,13,11.648,140.03,ok,6.063,5.057,0,11.083,133.0,133.0,133.0,0.0,ok
"-11.9951,-77.0617|-12.0803,-77.0319|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,446,446;878,-12.0803,-77.0319,Lince,cycling,valle,2026-09-01T13:00:00-05:00,1,13,12.206,54.87,ok,6.063,3.951,0,11.653,35.5,35.5,35.5,0.0,ok
"-11.9951,-77.0617|-12.0803,-77.0319|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,446,446;878,-12.0803,-77.0319,Lince,walking,valle,2026-09-01T13:00:00-05:00,1,13,11.417,137.66,ok,6.063,3.951,0,11.142,133.7,133.7,133.7,0.0,ok
"-11.9951,-77.0617|-12.1305,-77.0237|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,133,133,-12.1305,-77.0237,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,17.761,77.38,ok,6.063,9.579,1,17.136,51.8,51.8,51.8,0.0,ok
"-11.9951,-77.0617|-12.1305,-77.0237|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,133,133,-12.1305,-77.0237,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,17.115,206.75,ok,6.063,9.579,1,16.783,201.4,201.4,201.4,0.0,ok
"-11.9951,-77.0617|-12.1171,-77.0405|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,884,884,-12.1171,-77.0405,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,16.309,71.61,ok,6.063,7.865,1,15.719,47.7,47.7,47.7,0.0,ok
"-11.9951,-77.0617|-12.1171,-77.0405|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,884,884,-12.1171,-77.0405,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,15.598,188.19,ok,6.063,7.865,1,15.262,183.15,183.15,183.15,0.0,ok
"-11.9951,-77.0617|-12.114,-77.0324|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,473,473,-12.114,-77.0324,Miraflores,cycling,valle,2026-09-01T13:00:00-05:00,1,13,15.654,68.83,ok,6.063,7.601,1,15.414,46.88,46.88,46.88,0.0,ok
"-11.9951,-77.0617|-12.114,-77.0324|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,473,473,-12.114,-77.0324,Miraflores,walking,valle,2026-09-01T13:00:00-05:00,1,13,15.012,181.05,ok,6.063,7.601,1,14.689,176.27,176.27,176.27,0.0,ok
"-11.9951,-77.0617|-12.1432,-77.0028|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1322,1322,-12.1432,-77.0028,Santiago de Surco,cycling,valle,2026-09-01T13:00:00-05:00,1,13,21.007,92.09,ok,6.063,11.609,1,19.818,59.88,59.88,59.88,0.0,ok
"-11.9951,-77.0617|-12.1432,-77.0028|walking|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,1322,1322,-12.1432,-77.0028,Santiago de Surco,walking,valle,2026-09-01T13:00:00-05:00,1,13,19.931,240.28,ok,6.063,11.609,1,19.357,232.28,232.28,232.28,0.0,ok
"-11.9951,-77.0617|-12.0903,-77.0768|cycling|valle",W07,Independencia / Los Olivos (MegaPlaza),-11.9951,-77.0617,36,36,-12.0903,-77.0768,San Miguel,cycling,valle,2026-09-01T13:00:00-05:00,1,13,13.607,59.69,ok,6.063,6.123,1,13.912,42.43,42.43,42.43,0.0,ok
