vivienda_id,precio_ratio,area_m2,modo_transporte,distancia_km_simulada,tiempo_viaje_min,source_ruta,afinidad_score
26,2.3,65.0,driving,2.48,5,osrm,57
27,3.8333,185.0,driving,4.97,8,osrm,50
28,2.275,85.0,driving,2.3,5,osrm,46
29,0.8889,73.0,driving,16.36,22,osrm,64
30,1.2778,43.0,driving,6.11,11,osrm,40
32,1.8667,79.0,driving,3.79,6,osrm,54
33,1.5556,42.0,driving,4.47,7,osrm,45
34,1.2778,73.0,driving,6.49,11,osrm,38
35,1.5556,42.0,driving,4.47,7,osrm,51
37,1.9167,99.0,driving,4.1,7,osrm,44
38,2.1667,85.0,driving,0.93,2,osrm,42
39,2.1389,105.0,driving,1.43,3,osrm,48
40,1.2778,55.0,driving,4.65,8,osrm,39
41,1.2778,55.0,driving,13.15,21,osrm,19
42,2.2611,88.0,driving,1.68,4,osrm,59
43,2.2222,79.0,driving,1.96,4,osrm,47
44,1.6111,80.0,driving,1.11,2,osrm,44
45,1.8822,68.0,driving,4.2,8,osrm,46
46,1.2333,34.0,driving,3.35,6,osrm,37
47,1.1111,35.0,driving,1.71,3,osrm,54
52,1.7778,90.0,driving,1.6,4,osrm,59
53,2.0694,79.0,driving,2.77,5,osrm,41
54,1.0556,70.0,driving,11.88,17,osrm,12
56,1.7778,120.0,driving,5.7,9,osrm,49
57,1.3194,55.0,driving,4.82,7,osrm,38
58,1.6944,82.0,driving,4.97,8,osrm,44
59,3.1733,65.0,driving,4.1,7,osrm,37
60,1.5244,60.0,driving,1.66,3,osrm,52
61,1.5556,74.0,driving,1.99,4,osrm,49
62,2.2533,90.0,driving,3.59,7,osrm,36
63,1.4444,74.0,driving,6.29,11,osrm,43
64,3.1167,103.0,driving,5.06,8,osrm,45
65,1.9333,107.0,driving,3.42,6,osrm,39
66,1.1111,46.0,driving,5.13,9,osrm,46
67,1.1711,46.0,driving,11.81,18,osrm,25
68,1.7744,60.0,driving,3.86,7,osrm,36
69,3.5472,165.0,driving,2.36,5,osrm,47
70,4.7222,195.0,driving,3.46,7,osrm,46
71,1.75,100.0,driving,2.4,5,osrm,42
72,2.8333,200.0,driving,3.37,6,osrm,43
73,2.0544,79.0,driving,3.86,7,osrm,47
74,1.225,60.0,driving,2.9,6,osrm,41
75,3.2111,84.0,driving,2.16,5,osrm,49
76,3.0133,120.0,driving,3.27,7,osrm,45
77,1.4306,42.0,driving,1.92,4,osrm,47
78,2.375,85.0,driving,3.05,6,osrm,39
79,2.1328,64.0,driving,2.35,5,osrm,47
80,2.2722,105.0,driving,1.97,4,osrm,46
81,2.32,93.0,driving,2.39,5,osrm,60
82,2.0656,90.0,driving,1.98,4,osrm,56
84,1.1667,46.0,driving,2.62,4,osrm,41
85,3.0617,136.0,driving,2.17,5,osrm,49
86,1.5556,102.0,driving,3.52,6,osrm,37
87,2.5,115.0,driving,2.93,6,osrm,54
89,2.2217,130.0,driving,2.47,5,osrm,59
90,1.8,62.0,driving,2.56,5,osrm,57
91,2.8889,104.0,driving,1.06,2,osrm,55
92,2.26,101.0,driving,2.9,6,osrm,39
93,1.3056,43.0,driving,4.75,7,osrm,46
94,1.2222,54.0,driving,7.08,13,osrm,25
95,2.0783,120.0,driving,2.17,5,osrm,49
96,1.3889,40.0,driving,4.47,7,osrm,41
98,2.2872,80.0,driving,1.6,4,osrm,59
99,2.3139,77.0,driving,2.4,5,osrm,50
102,1.7778,76.0,driving,1.87,3,osrm,55
103,2.9683,94.0,driving,1.73,4,osrm,49
104,1.9444,61.0,driving,3.86,7,osrm,35
105,1.7056,65.0,driving,2.35,5,osrm,53
106,1.2778,40.0,driving,4.27,8,osrm,35
108,1.7678,63.0,driving,2.35,5,osrm,60
109,2.2217,135.0,driving,2.47,5,osrm,51
111,0.5278,30.0,driving,13.8,19,osrm,67
112,2.7222,116.0,driving,1.43,3,osrm,50
113,0.4333,24.0,driving,13.8,19,osrm,56
114,1.9,65.0,driving,1.73,4,osrm,55
115,2.1111,143.0,driving,2.87,5,osrm,56
116,2.4111,100.0,driving,1.73,4,osrm,43
117,1.25,50.0,driving,4.57,7,osrm,53
118,1.6944,75.0,driving,3.08,6,osrm,46
119,2.1667,65.0,driving,2.35,5,osrm,50
120,0.9444,28.0,driving,6.29,11,osrm,74
121,3.9667,200.0,driving,2.36,5,osrm,50
123,1.2694,55.0,driving,4.86,8,osrm,48
125,1.3333,55.0,driving,4.94,9,osrm,52
126,1.6528,90.0,driving,4.93,9,osrm,50
127,1.3333,61.0,driving,3.49,7,osrm,40
128,2.1889,68.0,driving,3.84,6,osrm,38
129,4.1444,175.0,driving,3.79,7,osrm,42
130,2.3889,80.0,driving,3.79,7,osrm,43
131,1.6928,80.0,driving,5.14,10,osrm,42
132,1.19,40.0,driving,22.94,30,osrm,8
133,5.2889,186.0,driving,2.69,5,osrm,57
134,1.1944,45.0,driving,4.18,6,osrm,45
135,3.4028,208.0,driving,3.19,6,osrm,47
136,1.75,73.0,driving,6.66,11,osrm,29
139,1.5222,45.0,driving,4.97,8,osrm,42
140,1.8222,67.0,driving,2.68,5,osrm,50
141,1.0444,28.0,driving,6.72,12,osrm,33
142,4.9544,184.0,driving,2.36,5,osrm,52
143,2.8333,198.0,driving,4.68,7,osrm,41
144,1.75,89.0,driving,2.16,4,osrm,46
147,1.6211,70.0,driving,1.11,2,osrm,48
148,5.1161,350.0,driving,1.56,4,osrm,49
149,1.16,43.0,driving,4.49,7,osrm,45
153,2.565,146.0,driving,28.5,37,osrm,6
155,2.7389,160.0,driving,2.08,4,osrm,40
156,2.0,69.0,driving,1.87,4,osrm,47
157,2.55,135.0,driving,2.62,6,osrm,44
158,5.2222,203.0,driving,2.36,5,osrm,46
159,2.1056,100.0,driving,1.66,4,osrm,41
161,1.6667,66.0,driving,3.92,7,osrm,54
162,1.2778,68.0,driving,2.56,5,osrm,56
163,4.1111,208.0,driving,2.5,5,osrm,51
164,1.25,60.0,driving,3.77,6,osrm,45
165,2.1406,72.0,driving,2.79,5,osrm,50
166,1.6111,91.0,driving,13.06,18,osrm,9
168,1.5,74.0,driving,7.82,11,osrm,41
170,1.4444,57.0,driving,7.87,11,osrm,30
171,1.0278,39.0,driving,6.98,13,osrm,36
172,1.6333,44.0,driving,2.04,4,osrm,54
173,2.4339,164.0,driving,8.2,13,osrm,43
175,1.9167,46.0,driving,2.9,6,osrm,47
176,3.45,97.0,driving,3.09,6,osrm,50
177,1.8333,45.0,driving,2.9,6,osrm,42
179,1.0833,69.0,driving,9.91,16,osrm,18
180,3.3056,170.0,driving,3.95,8,osrm,45
182,2.5,93.0,driving,4.4,7,osrm,39
183,1.05,35.0,driving,4.76,10,osrm,43
184,1.3889,69.0,driving,7.74,14,osrm,37
185,1.2222,60.0,driving,11.12,17,osrm,12
187,1.5556,80.0,driving,1.4,3,osrm,41
193,1.8822,68.0,driving,4.2,8,osrm,53
194,1.4444,65.0,driving,1.33,3,osrm,44
195,2.4339,164.0,driving,6.64,11,osrm,42
196,1.2222,52.0,driving,5.58,11,osrm,31
199,2.0722,65.0,driving,3.07,6,osrm,53
201,1.75,65.0,driving,2.88,5,osrm,48
202,3.2222,270.0,driving,3.77,8,osrm,37
205,1.4167,46.0,driving,2.28,4,osrm,44
206,1.4444,60.0,driving,4.33,7,osrm,41
208,1.5444,46.0,driving,3.56,6,osrm,40
212,1.3889,75.0,driving,5.3,10,osrm,46
213,1.3889,100.0,driving,7.22,13,osrm,39
214,2.5361,72.0,driving,4.33,7,osrm,51
216,1.4444,66.0,driving,5.78,11,osrm,26
217,1.8333,65.0,driving,4.63,9,osrm,36
219,2.8333,100.0,driving,9.57,13,osrm,29
220,1.4444,55.0,driving,5.37,10,osrm,50
221,1.5556,62.0,driving,5.58,11,osrm,31
222,3.9783,188.0,driving,6.43,11,osrm,38
223,3.575,220.0,driving,2.32,5,osrm,58
225,1.6194,45.0,driving,2.43,5,osrm,57
226,1.1667,46.0,driving,2.89,5,osrm,56
227,1.3889,62.0,driving,5.3,10,osrm,49
228,1.3333,43.0,driving,1.7,4,osrm,57
229,1.1111,41.0,driving,7.11,13,osrm,31
230,1.6667,62.0,driving,2.75,5,osrm,46
232,1.2222,67.0,driving,9.55,16,osrm,17
233,2.6667,73.0,driving,2.79,5,osrm,55
234,1.3889,80.0,driving,7.2,13,osrm,25
235,1.8833,60.0,driving,3.03,6,osrm,36
236,3.0556,196.0,driving,6.84,10,osrm,37
237,1.3889,55.0,driving,3.98,7,osrm,35
239,1.9278,105.0,driving,7.52,12,osrm,27
240,1.0278,56.0,driving,10.33,15,osrm,30
241,1.6667,62.0,driving,1.86,3,osrm,40
242,1.2222,90.0,driving,9.48,14,osrm,28
243,0.8333,80.0,driving,7.41,12,osrm,75
244,2.5122,72.0,driving,4.69,7,osrm,41
245,3.5889,150.0,driving,3.95,8,osrm,49
246,1.5278,46.0,driving,3.58,6,osrm,43
247,1.3333,61.0,driving,3.49,7,osrm,53
249,1.1111,75.0,driving,6.89,10,osrm,41
250,1.25,41.0,driving,4.73,10,osrm,50
251,1.0833,110.0,driving,14.43,20,osrm,16
253,1.9444,115.0,driving,3.25,6,osrm,50
254,1.71,67.0,driving,13.45,20,osrm,9
255,1.1667,35.0,driving,3.63,7,osrm,49
256,0.9167,65.0,driving,10.11,16,osrm,62
257,1.1667,43.0,driving,10.95,16,osrm,14
259,1.2778,55.0,driving,5.06,9,osrm,41
261,2.7778,73.0,driving,5.49,10,osrm,48
263,2.4917,210.0,driving,2.21,4,osrm,41
266,4.7222,230.0,driving,1.5,3,osrm,59
268,3.0556,180.0,driving,5.12,9,osrm,54
270,1.8889,71.0,driving,2.94,5,osrm,41
271,1.9833,100.0,driving,4.32,7,osrm,44
272,1.9339,127.0,driving,4.1,6,osrm,49
273,2.0,61.0,driving,1.64,3,osrm,46
275,1.2778,55.0,driving,8.11,13,osrm,31
276,1.5556,100.0,driving,6.81,10,osrm,50
279,1.1111,46.0,driving,3.87,7,osrm,53
280,1.2222,63.0,driving,5.74,11,osrm,42
282,1.9556,75.0,driving,3.84,7,osrm,51
283,3.0556,210.0,driving,10.92,16,osrm,6
284,1.9,94.0,driving,8.25,13,osrm,36
286,3.43,159.0,driving,3.53,6,osrm,46
290,1.3611,40.0,driving,4.46,6,osrm,39
291,1.6667,63.0,driving,2.48,6,osrm,46
292,1.4444,50.0,driving,4.97,8,osrm,51
294,2.1667,92.0,driving,0.92,2,osrm,59
295,2.5678,142.0,driving,6.6,10,osrm,44
297,1.7222,60.0,driving,2.47,5,osrm,47
299,1.5556,65.0,driving,3.42,6,osrm,41
301,1.1111,60.0,driving,11.49,20,osrm,21
302,1.0278,50.0,driving,4.35,8,osrm,49
303,1.1111,68.0,driving,7.75,11,osrm,45
304,1.0556,64.0,driving,9.19,16,osrm,23
306,1.0833,57.0,driving,3.94,8,osrm,44
307,1.3222,50.0,driving,4.67,7,osrm,40
308,1.2222,91.0,driving,4.67,7,osrm,53
309,2.3333,108.0,driving,1.68,4,osrm,46
311,1.3333,50.0,driving,4.67,7,osrm,42
312,1.8333,60.0,driving,1.09,3,osrm,42
313,1.6056,133.0,driving,0.82,2,osrm,42
314,2.4444,76.0,driving,5.08,9,osrm,39
315,1.1667,35.0,driving,1.43,3,osrm,51
317,1.8056,82.0,driving,22.94,30,osrm,0
318,1.3,40.0,driving,6.08,11,osrm,28
319,1.1667,55.0,driving,8.1,11,osrm,41
320,2.1667,62.0,driving,2.35,5,osrm,51
321,1.0278,60.0,driving,2.54,6,osrm,52
323,3.9444,119.0,driving,1.36,3,osrm,49
324,2.1389,105.0,driving,5.67,10,osrm,47
325,1.5867,69.0,driving,4.72,7,osrm,48
326,0.9444,150.0,driving,3.55,6,osrm,80
327,1.8944,70.0,driving,4.73,8,osrm,39
328,2.7778,405.0,driving,47.01,55,osrm,0
329,1.6,74.0,driving,2.74,6,osrm,52
330,2.2778,80.0,driving,4.68,7,osrm,37
331,3.0333,130.0,driving,2.75,6,osrm,54
332,1.6056,62.0,driving,2.71,6,osrm,53
333,1.3222,48.0,driving,4.67,7,osrm,46
334,1.0556,40.0,driving,2.56,5,osrm,52
335,1.0556,75.0,driving,6.55,12,osrm,29
336,1.7222,80.0,driving,11.13,17,osrm,6
337,1.0,48.0,driving,4.83,7,osrm,81
342,1.0,65.0,driving,6.55,12,osrm,67
343,1.2222,47.0,driving,14.52,19,osrm,21
344,3.0389,140.0,driving,2.75,6,osrm,40
345,1.25,44.0,driving,3.66,6,osrm,40
346,1.2111,54.0,driving,2.37,5,osrm,43
347,1.6667,70.0,driving,2.99,6,osrm,53
348,1.7222,104.0,driving,2.88,6,osrm,35
349,5.4778,210.0,driving,4.17,8,osrm,40
350,1.0833,35.0,driving,5.46,10,osrm,38
351,1.25,54.0,driving,3.25,6,osrm,42
352,1.6944,62.0,driving,11.29,17,osrm,23
353,2.2222,141.0,driving,6.25,10,osrm,48
355,1.3333,65.0,driving,3.59,7,osrm,46
356,2.0278,94.0,driving,1.01,2,osrm,49
357,1.0,38.0,driving,1.43,3,osrm,86
358,1.3333,45.0,driving,1.89,4,osrm,55
359,4.4111,130.0,driving,2.73,5,osrm,56
360,0.6111,110.0,driving,21.38,28,osrm,48
361,3.0,150.0,driving,3.09,6,osrm,52
362,1.5822,77.0,driving,2.74,6,osrm,44
363,1.6667,99.0,driving,1.7,4,osrm,47
365,1.7,85.0,driving,1.66,4,osrm,46
366,1.8389,79.0,driving,0.76,2,osrm,60
367,1.8333,77.0,driving,4.82,7,osrm,46
368,1.0556,40.0,driving,4.72,8,osrm,37
369,1.5,41.0,driving,4.06,6,osrm,50
370,1.4444,67.0,driving,2.02,4,osrm,47
372,1.2222,77.0,driving,14.16,20,osrm,17
373,2.6389,150.0,driving,2.71,6,osrm,37
374,1.9444,80.0,driving,2.54,6,osrm,49
375,1.0556,72.0,driving,8.72,13,osrm,37
376,1.9444,88.0,driving,5.38,10,osrm,41
377,1.0556,50.0,driving,4.4,8,osrm,42
378,1.0,40.0,driving,4.68,7,osrm,86
379,1.3611,72.0,driving,4.1,7,osrm,53
382,1.2167,65.0,driving,6.32,11,osrm,42
384,0.6667,66.0,driving,23.92,30,osrm,39
385,1.9,63.0,driving,1.92,4,osrm,43
386,1.7778,108.0,driving,1.96,4,osrm,50
387,5.0,215.0,driving,2.12,5,osrm,41
389,1.0556,55.0,driving,4.55,7,osrm,41
390,0.7222,73.0,driving,24.77,31,osrm,34
392,1.3056,45.0,driving,6.08,11,osrm,44
393,1.0833,60.0,driving,4.36,8,osrm,55
394,2.5,125.0,driving,1.36,3,osrm,49
395,1.0389,40.0,driving,4.57,7,osrm,43
396,1.1111,42.0,driving,3.81,6,osrm,44
397,2.8889,110.0,driving,2.12,5,osrm,58
398,1.7861,70.0,driving,1.85,3,osrm,41
399,1.5,59.0,driving,4.97,8,osrm,52
400,1.1667,47.0,driving,4.56,9,osrm,51
401,2.9167,84.0,driving,1.69,4,osrm,54
402,2.9722,120.0,driving,2.73,5,osrm,47
403,1.6667,67.0,driving,5.38,10,osrm,45
404,1.3889,70.0,driving,6.26,12,osrm,33
405,1.2778,115.0,driving,13.8,19,osrm,24
406,1.5556,90.0,driving,3.95,6,osrm,51
409,1.0,70.0,driving,12.29,17,osrm,64
410,1.5722,56.0,driving,2.49,5,osrm,47
411,1.7222,118.0,driving,10.76,17,osrm,17
1,0.4762,32.0,driving,2.78,5,osrm,93
2,0.5476,89.0,driving,5.19,7,osrm,95
3,0.5238,80.0,driving,10.35,16,osrm,58
4,0.6548,62.0,driving,2.15,3,osrm,90
5,0.7619,74.0,driving,5.02,7,osrm,82
6,0.6667,96.0,driving,16.39,22,osrm,53
7,2.2424,405.0,driving,7.65,9,osrm,51
8,0.5476,40.0,driving,42.61,52,osrm,21
11,1.0555,120.0,driving,5.48,9,osrm,46
13,0.9524,84.0,driving,4.33,7,osrm,91
14,0.4762,95.0,driving,12.88,17,osrm,64
15,0.5833,52.0,driving,3.66,6,osrm,95
17,1.0524,83.0,driving,3.54,6,osrm,53
18,0.6902,70.0,driving,3.33,6,osrm,97
19,0.7381,85.0,driving,4.13,7,osrm,80
20,0.8214,105.0,driving,4.71,7,osrm,77
21,0.6295,67.0,driving,4.47,9,osrm,88
22,0.6107,45.0,driving,5.44,7,osrm,79
23,0.6071,46.0,driving,5.95,8,osrm,98
24,0.8095,109.0,driving,4.39,8,osrm,88
25,0.6667,87.0,driving,3.36,6,osrm,80
26,0.9857,65.0,driving,4.48,8,osrm,89
27,1.6429,185.0,driving,5.95,8,osrm,39
28,0.975,85.0,driving,4.22,8,osrm,90
29,0.381,73.0,driving,14.35,19,osrm,51
30,0.5476,43.0,driving,6.0,10,osrm,95
32,0.8,79.0,driving,4.77,7,osrm,89
33,0.6667,42.0,driving,5.45,7,osrm,86
34,0.5476,73.0,driving,6.33,11,osrm,86
35,0.6667,42.0,driving,5.45,7,osrm,92
37,0.8214,99.0,driving,5.08,7,osrm,95
38,0.9286,85.0,driving,2.74,5,osrm,83
39,0.9167,105.0,driving,3.52,6,osrm,80
40,0.5476,55.0,driving,4.57,7,osrm,98
41,0.5476,55.0,driving,12.96,20,osrm,58
42,0.969,88.0,driving,4.04,7,osrm,89
43,0.9524,79.0,driving,3.31,5,osrm,83
44,0.6905,80.0,driving,2.94,5,osrm,100
45,0.8067,68.0,driving,4.1,7,osrm,85
46,0.5286,34.0,driving,4.46,7,osrm,83
47,0.4762,35.0,driving,1.4,3,osrm,87
52,0.7619,90.0,driving,4.08,8,osrm,87
53,0.8869,79.0,driving,3.73,6,osrm,79
54,0.4524,70.0,driving,12.86,17,osrm,54
56,0.7619,120.0,driving,6.68,9,osrm,81
57,0.5655,55.0,driving,5.8,7,osrm,82
58,0.7262,82.0,driving,5.95,8,osrm,94
59,1.36,65.0,driving,5.08,7,osrm,36
60,0.6533,60.0,driving,4.13,7,osrm,97
61,0.6667,74.0,driving,4.07,7,osrm,95
62,0.9657,90.0,driving,2.6,5,osrm,97
63,0.619,74.0,driving,6.21,11,osrm,82
64,1.3357,103.0,driving,6.04,9,osrm,52
65,0.8286,107.0,driving,4.4,6,osrm,84
66,0.4762,46.0,driving,4.84,8,osrm,86
67,0.5019,46.0,driving,11.62,17,osrm,54
68,0.7605,60.0,driving,4.84,7,osrm,78
69,1.5202,165.0,driving,4.67,8,osrm,40
70,2.0238,195.0,driving,5.66,8,osrm,37
71,0.75,100.0,driving,5.3,7,osrm,79
72,1.2143,200.0,driving,3.66,6,osrm,37
73,0.8805,79.0,driving,4.84,7,osrm,82
74,0.525,60.0,driving,4.93,7,osrm,95
75,1.3762,84.0,driving,4.33,7,osrm,51
76,1.2914,120.0,driving,5.71,8,osrm,48
77,0.6131,42.0,driving,4.0,7,osrm,86
78,1.0179,85.0,driving,5.44,8,osrm,54
79,0.914,64.0,driving,4.27,8,osrm,88
80,0.9738,105.0,driving,4.47,8,osrm,83
81,0.9943,93.0,driving,4.56,8,osrm,86
82,0.8852,90.0,driving,4.29,8,osrm,91
84,0.5,46.0,driving,1.53,3,osrm,90
85,1.3121,136.0,driving,4.34,7,osrm,37
86,0.6667,102.0,driving,4.5,6,osrm,98
87,1.0714,115.0,driving,4.96,7,osrm,43
89,0.9521,130.0,driving,3.45,6,osrm,82
90,0.7714,62.0,driving,4.64,8,osrm,77
91,1.2381,104.0,driving,1.97,4,osrm,40
92,0.9686,101.0,driving,5.58,8,osrm,79
93,0.5595,43.0,driving,5.73,7,osrm,91
94,0.5238,54.0,driving,6.99,12,osrm,74
95,0.8907,120.0,driving,4.34,7,osrm,86
96,0.5952,40.0,driving,5.45,7,osrm,98
98,0.9802,80.0,driving,4.08,8,osrm,79
99,0.9917,77.0,driving,3.38,6,osrm,87
102,0.7619,76.0,driving,1.56,3,osrm,85
103,1.2721,94.0,driving,4.21,8,osrm,47
104,0.8333,61.0,driving,4.84,7,osrm,88
105,0.731,65.0,driving,4.27,8,osrm,87
106,0.5476,40.0,driving,4.7,8,osrm,91
108,0.7576,63.0,driving,4.27,8,osrm,87
109,0.9521,135.0,driving,3.45,6,osrm,85
111,0.2262,30.0,driving,11.63,16,osrm,67
112,1.1667,116.0,driving,3.83,6,osrm,43
113,0.1857,24.0,driving,11.63,16,osrm,61
114,0.8143,65.0,driving,4.29,7,osrm,95
115,0.9048,143.0,driving,3.97,6,osrm,93
116,1.0333,100.0,driving,4.29,7,osrm,45
117,0.5357,50.0,driving,5.55,8,osrm,82
118,0.7262,75.0,driving,1.91,3,osrm,92
119,0.9286,65.0,driving,4.27,8,osrm,95
120,0.4048,28.0,driving,6.21,11,osrm,83
121,1.7,200.0,driving,4.67,8,osrm,51
123,0.544,55.0,driving,5.84,8,osrm,89
125,0.5714,55.0,driving,4.62,8,osrm,93
126,0.7083,90.0,driving,4.75,8,osrm,88
127,0.5714,61.0,driving,4.66,8,osrm,87
128,0.9381,68.0,driving,4.82,7,osrm,91
129,1.7762,175.0,driving,5.69,8,osrm,54
130,1.0238,80.0,driving,5.69,8,osrm,40
131,0.7255,80.0,driving,6.11,10,osrm,88
132,0.51,40.0,driving,20.93,27,osrm,47
133,2.2667,186.0,driving,4.77,8,osrm,40
134,0.5119,45.0,driving,5.16,7,osrm,89
135,1.4583,208.0,driving,4.17,6,osrm,41
136,0.75,73.0,driving,6.5,11,osrm,87
139,0.6524,45.0,driving,5.95,8,osrm,94
140,0.781,67.0,driving,3.66,5,osrm,83
141,0.4476,28.0,driving,7.7,13,osrm,84
142,2.1233,184.0,driving,4.67,8,osrm,45
143,1.2143,198.0,driving,5.66,8,osrm,53
144,0.75,89.0,driving,3.14,5,osrm,99
147,0.6948,70.0,driving,2.94,5,osrm,98
148,2.1926,350.0,driving,3.64,7,osrm,38
149,0.4971,43.0,driving,5.47,7,osrm,97
153,1.0993,146.0,driving,26.49,35,osrm,5
155,1.1738,160.0,driving,4.16,7,osrm,35
156,0.8571,69.0,driving,3.56,6,osrm,87
157,1.0929,135.0,driving,5.53,8,osrm,43
158,2.2381,203.0,driving,4.67,8,osrm,37
159,0.9024,100.0,driving,4.14,8,osrm,81
161,0.7143,66.0,driving,2.93,5,osrm,100
162,0.5476,68.0,driving,1.9,4,osrm,99
163,1.7619,208.0,driving,2.15,4,osrm,43
164,0.5357,60.0,driving,3.69,6,osrm,84
165,0.9174,72.0,driving,1.24,2,osrm,88
166,0.6905,91.0,driving,10.88,14,osrm,74
168,0.6429,74.0,driving,5.81,8,osrm,81
170,0.619,57.0,driving,5.86,9,osrm,84
171,0.4405,39.0,driving,5.98,11,osrm,89
172,0.7,44.0,driving,1.45,2,osrm,100
173,1.0431,164.0,driving,8.0,13,osrm,32
175,0.8214,46.0,driving,0.84,2,osrm,100
176,1.4786,97.0,driving,2.15,4,osrm,47
177,0.7857,45.0,driving,0.84,2,osrm,88
179,0.4643,69.0,driving,9.58,15,osrm,87
180,1.4167,170.0,driving,3.65,6,osrm,37
182,1.0714,93.0,driving,3.35,5,osrm,59
183,0.45,35.0,driving,4.33,8,osrm,83
184,0.5952,69.0,driving,7.41,13,osrm,73
185,0.5238,60.0,driving,9.11,14,osrm,89
187,0.6667,80.0,driving,1.54,3,osrm,96
193,0.8067,68.0,driving,4.1,7,osrm,95
194,0.619,65.0,driving,3.18,5,osrm,86
195,1.0431,164.0,driving,6.44,10,osrm,37
196,0.5238,52.0,driving,5.15,10,osrm,91
199,0.8881,65.0,driving,0.53,1,osrm,99
201,0.75,65.0,driving,0.27,0,osrm,85
202,1.381,270.0,driving,3.48,6,osrm,41
205,0.6071,46.0,driving,1.61,3,osrm,89
206,0.619,60.0,driving,4.13,6,osrm,81
208,0.6619,46.0,driving,0.23,0,osrm,100
212,0.5952,75.0,driving,4.31,8,osrm,93
213,0.5952,100.0,driving,6.89,12,osrm,89
214,1.0869,72.0,driving,2.15,3,osrm,43
216,0.619,66.0,driving,5.02,9,osrm,97
217,0.7857,65.0,driving,5.6,9,osrm,91
219,1.2143,100.0,driving,7.39,9,osrm,35
220,0.619,55.0,driving,4.37,8,osrm,90
221,0.6667,62.0,driving,5.15,10,osrm,85
222,1.705,188.0,driving,6.23,10,osrm,38
223,1.5321,220.0,driving,1.72,3,osrm,55
225,0.694,45.0,driving,1.75,3,osrm,96
226,0.5,46.0,driving,1.6,3,osrm,100
227,0.5952,62.0,driving,4.31,8,osrm,79
228,0.5714,43.0,driving,2.55,5,osrm,91
229,0.4762,41.0,driving,6.12,11,osrm,83
230,0.7143,62.0,driving,2.21,4,osrm,100
232,0.5238,67.0,driving,9.23,15,osrm,78
233,1.1429,73.0,driving,1.24,2,osrm,45
234,0.5952,80.0,driving,6.87,12,osrm,71
235,0.8071,60.0,driving,2.46,4,osrm,92
236,1.3095,196.0,driving,4.67,7,osrm,42
237,0.5952,55.0,driving,4.61,8,osrm,96
239,0.8262,105.0,driving,7.32,12,osrm,79
240,0.4405,56.0,driving,11.31,15,osrm,73
241,0.7143,62.0,driving,1.53,3,osrm,92
242,0.5238,90.0,driving,9.28,15,osrm,87
243,0.3571,80.0,driving,5.24,8,osrm,91
244,1.0767,72.0,driving,2.52,3,osrm,56
245,1.5381,150.0,driving,3.65,6,osrm,50
246,0.6548,46.0,driving,1.4,2,osrm,90
247,0.5714,61.0,driving,4.66,8,osrm,86
249,0.4762,75.0,driving,7.88,11,osrm,87
250,0.5357,41.0,driving,4.29,8,osrm,86
251,0.4643,110.0,driving,14.23,20,osrm,67
253,0.8333,115.0,driving,2.31,4,osrm,85
254,0.7329,67.0,driving,11.44,18,osrm,67
255,0.5,35.0,driving,4.8,8,osrm,88
256,0.3929,65.0,driving,9.78,15,osrm,82
257,0.5,43.0,driving,10.18,16,osrm,64
259,0.5476,55.0,driving,4.73,8,osrm,82
261,1.1905,73.0,driving,5.34,9,osrm,44
263,1.0679,210.0,driving,4.29,7,osrm,46
266,2.0238,230.0,driving,3.41,6,osrm,46
268,1.3095,180.0,driving,4.12,8,osrm,36
270,0.8095,71.0,driving,1.22,2,osrm,91
271,0.85,100.0,driving,1.32,3,osrm,92
272,0.8288,127.0,driving,2.37,4,osrm,86
273,0.8571,61.0,driving,1.22,2,osrm,89
275,0.5476,55.0,driving,5.93,9,osrm,88
276,0.6667,100.0,driving,6.61,10,osrm,91
279,0.4762,46.0,driving,3.54,6,osrm,89
280,0.5238,63.0,driving,5.8,8,osrm,97
282,0.8381,75.0,driving,3.63,6,osrm,82
283,1.3095,210.0,driving,8.38,13,osrm,28
284,0.8143,94.0,driving,8.05,13,osrm,76
286,1.47,159.0,driving,3.96,6,osrm,48
290,0.5833,40.0,driving,5.44,7,osrm,80
291,0.7143,63.0,driving,4.65,8,osrm,88
292,0.619,50.0,driving,5.95,8,osrm,85
294,0.9286,92.0,driving,2.71,5,osrm,81
295,1.1005,142.0,driving,6.4,9,osrm,54
297,0.7381,60.0,driving,4.46,8,osrm,79
299,0.6667,65.0,driving,4.4,6,osrm,98
301,0.4762,60.0,driving,11.37,18,osrm,61
302,0.4405,50.0,driving,3.79,6,osrm,85
303,0.4762,68.0,driving,5.74,8,osrm,81
304,0.4524,64.0,driving,9.22,15,osrm,79
306,0.4643,57.0,driving,3.38,6,osrm,90
307,0.5667,50.0,driving,5.65,8,osrm,98
308,0.5238,91.0,driving,5.65,8,osrm,94
309,1.0,108.0,driving,4.04,7,osrm,77
311,0.5714,50.0,driving,5.65,8,osrm,84
312,0.7857,60.0,driving,2.19,4,osrm,85
313,0.6881,133.0,driving,2.12,4,osrm,83
314,1.0476,76.0,driving,5.54,9,osrm,46
315,0.5,35.0,driving,3.83,6,osrm,84
317,0.7738,82.0,driving,20.93,27,osrm,41
318,0.5571,40.0,driving,7.06,11,osrm,81
319,0.5,55.0,driving,9.08,11,osrm,77
320,0.9286,62.0,driving,4.27,8,osrm,86
