vivienda_id,precio_alquiler,area_m2,presupuesto_usuario,modo_transporte,distancia_km_simulada,tiempo_viaje_min,source_ruta,afinidad_score
103,5160.0,135.0,2200,Caminando,1229.8,1077,osrm,3
104,5780.0,125.0,2200,Caminando,3.65,5,osrm,47
105,3790.0,100.0,2200,Caminando,1229.8,1077,osrm,3
106,2900.0,71.0,2200,Caminando,6.06,9,osrm,59
107,6800.0,154.0,2200,Caminando,1229.8,1077,osrm,0
108,4380.0,86.0,2200,Caminando,1229.8,1077,osrm,0
109,2530.0,48.0,2200,Caminando,6.67,10,osrm,42
110,2360.0,42.0,2200,Caminando,3.56,7,osrm,31
112,2900.0,65.0,2200,Caminando,1229.8,1077,osrm,3
113,2900.0,69.0,2200,Caminando,9.39,14,osrm,57
114,2177.0,40.0,2200,Caminando,4.1,8,osrm,76
115,9045.0,316.0,2200,Caminando,1229.8,1077,osrm,0
116,2800.0,71.0,2200,Caminando,2.31,4,osrm,53
117,3230.0,58.0,2200,Caminando,4.41,8,osrm,34
118,7480.0,200.0,2200,Caminando,1229.8,1077,osrm,1
122,2400.0,62.0,2200,Caminando,10.71,15,osrm,64
123,3200.0,79.0,2200,Caminando,9.61,13,osrm,60
124,7400.0,208.0,2200,Caminando,6.13,11,osrm,55
125,1700.0,70.0,2200,Caminando,9.06,12,osrm,100
126,2600.0,70.0,2200,Caminando,9.17,13,osrm,50
127,3777.0,62.0,2200,Caminando,5.72,10,osrm,51
128,2057.0,52.0,2200,Caminando,5.92,10,osrm,91
129,3000.0,98.0,2200,Caminando,9.45,13,osrm,59
130,2200.0,76.0,2200,Caminando,9.35,13,osrm,97
131,900.0,54.0,2200,Caminando,19.84,30,osrm,59
132,3100.0,64.0,2200,Caminando,4.44,7,osrm,55
133,2200.0,55.0,2200,Caminando,11.93,17,osrm,38
134,1800.0,61.0,2200,Caminando,27.77,39,osrm,61
135,3100.0,67.0,2200,Caminando,5.97,10,osrm,54
136,3100.0,63.0,2200,Caminando,5.6,10,osrm,51
137,1300.0,31.0,2200,Caminando,9.26,13,osrm,84
138,3000.0,114.0,2200,Caminando,4.4,7,osrm,60
139,2350.0,60.0,2200,Caminando,9.4,13,osrm,44
140,2750.0,46.0,2200,Caminando,5.45,9,osrm,35
141,3550.0,124.0,2200,Caminando,5.41,8,osrm,61
142,7480.0,300.0,2200,Caminando,4.61,8,osrm,61
143,3850.0,60.0,2200,Caminando,5.12,9,osrm,44
144,4000.0,100.0,2200,Caminando,1229.8,1077,osrm,0
145,4450.0,150.0,2200,Caminando,4.53,7,osrm,61
146,7000.0,265.0,2200,Caminando,5.11,9,osrm,46
147,2400.0,82.0,2200,Caminando,10.15,17,osrm,24
149,3850.0,45.0,2200,Caminando,5.59,9,osrm,41
150,4500.0,60.0,2200,Caminando,5.87,10,osrm,48
151,999.0,18.0,2200,Caminando,4.34,7,osrm,82
152,1200.0,60.0,2200,Caminando,19.0,25,osrm,45
153,2450.0,70.0,2200,Caminando,12.09,17,osrm,8
154,1850.0,74.0,2200,Caminando,10.83,18,osrm,68
155,1700.0,41.0,2200,Caminando,11.37,16,osrm,52
156,2800.0,60.0,2200,Caminando,5.4,9,osrm,37
157,2500.0,48.0,2200,Caminando,5.95,10,osrm,30
158,2300.0,40.0,2200,Caminando,6.23,10,osrm,35
159,3852.0,130.0,2200,Caminando,4.51,7,osrm,45
160,2750.0,45.0,2200,Caminando,5.45,10,osrm,48
161,2650.0,60.0,2200,Caminando,5.32,9,osrm,45
162,3500.0,60.0,2200,Caminando,4.95,8,osrm,49
163,4300.0,210.0,2200,Caminando,4.49,7,osrm,50
164,3325.0,46.0,2200,Caminando,5.49,9,osrm,40
165,4200.0,86.0,2200,Caminando,5.91,9,osrm,51
166,9760.0,300.0,2200,Caminando,6.2,10,osrm,59
167,5650.0,216.0,2200,Caminando,5.0,8,osrm,62
168,6960.0,172.0,2200,Caminando,5.26,8,osrm,57
171,3660.0,73.0,2200,Caminando,5.81,10,osrm,52
172,2800.0,67.0,2200,Caminando,5.36,9,osrm,52
173,2700.0,66.0,2200,Caminando,8.9,12,osrm,55
174,2098.0,60.0,2200,Caminando,11.71,16,osrm,32
175,6840.0,275.0,2200,Caminando,4.04,6,osrm,63
176,3750.0,117.0,2200,Caminando,5.25,9,osrm,62
177,2300.0,61.0,2200,Caminando,9.39,13,osrm,47
178,2700.0,45.0,2200,Caminando,5.13,9,osrm,44
180,2800.0,89.0,2200,Caminando,9.24,12,osrm,60
181,3400.0,81.0,2200,Caminando,5.7,10,osrm,63
183,6840.0,198.0,2200,Caminando,4.93,9,osrm,47
184,8500.0,262.0,2200,Caminando,3.62,5,osrm,64
185,2590.0,42.0,2200,Caminando,5.42,9,osrm,40
186,2200.0,56.0,2200,Caminando,11.48,16,osrm,35
188,3400.0,60.0,2200,Caminando,4.94,8,osrm,33
190,2500.0,45.0,2200,Caminando,5.12,9,osrm,31
192,6420.0,205.0,2200,Caminando,4.17,6,osrm,53
193,3230.0,62.0,2200,Caminando,5.16,9,osrm,58
195,5100.0,150.0,2200,Caminando,5.38,9,osrm,54
196,3905.0,143.0,2200,Caminando,16.81,24,osrm,12
197,2200.0,120.0,2200,Caminando,4.92,8,osrm,100
199,2800.0,96.0,2200,Caminando,1.89,4,osrm,57
200,2650.0,80.0,2200,Caminando,2.44,5,osrm,50
201,4930.0,123.0,2200,Caminando,1229.8,1077,osrm,0
202,2900.0,95.0,2200,Caminando,5.31,9,osrm,54
203,2950.0,46.0,2200,Caminando,5.67,10,osrm,40
204,4590.0,100.0,2200,Caminando,6.01,9,osrm,61
205,2500.0,85.0,2200,Caminando,4.77,7,osrm,56
207,3000.0,78.0,2200,Caminando,1229.8,1077,osrm,0
208,4446.0,117.0,2200,Caminando,5.76,9,osrm,45
209,5568.0,131.0,2200,Caminando,5.27,9,osrm,57
210,5500.0,200.0,2200,Caminando,24.7,31,osrm,24
211,3800.0,80.0,2200,Caminando,15.13,18,osrm,24
212,3910.0,100.0,2200,Caminando,4.33,7,osrm,57
213,4389.0,120.0,2200,Caminando,1229.8,1077,osrm,0
214,3200.0,73.0,2200,Caminando,8.42,12,osrm,53
215,2700.0,130.0,2200,Caminando,2.21,4,osrm,62
216,3600.0,63.0,2200,Caminando,5.25,9,osrm,51
218,3481.0,127.0,2200,Caminando,4.73,8,osrm,59
219,4050.0,120.0,2200,Caminando,5.88,10,osrm,58
220,2300.0,84.0,2200,Caminando,4.85,8,osrm,54
221,6300.0,280.0,2200,Caminando,5.51,9,osrm,56
222,8625.0,161.0,2200,Caminando,5.71,10,osrm,52
223,4650.0,92.0,2200,Caminando,4.66,6,osrm,62
224,4150.0,115.0,2200,Caminando,4.64,7,osrm,48
225,8510.0,280.0,2200,Caminando,5.19,9,osrm,50
227,6000.0,143.0,2200,Caminando,5.16,9,osrm,63
228,3276.0,130.0,2200,Caminando,4.2,7,osrm,46
230,9716.0,405.0,2200,Caminando,3.58,6,osrm,51
231,3500.0,131.0,2200,Caminando,5.46,9,osrm,59
232,3000.0,100.0,2200,Caminando,4.38,6,osrm,46
233,2000.0,84.0,2200,Caminando,12.33,18,osrm,54
234,1750.0,40.0,2200,Caminando,12.43,17,osrm,39
235,2200.0,42.0,2200,Caminando,4.3,8,osrm,79
236,1800.0,48.0,2200,Caminando,10.74,16,osrm,39
237,3100.0,120.0,2200,Caminando,1229.8,1077,osrm,0
238,8500.0,180.0,2200,Caminando,1229.8,1077,osrm,0
239,3502.0,81.0,2200,Caminando,5.17,9,osrm,56
241,3000.0,60.0,2200,Caminando,1229.8,1077,osrm,0
242,4342.0,110.0,2200,Caminando,1229.8,1077,osrm,0
244,4500.0,2500.0,2200,Caminando,9.86,14,osrm,57
245,1250.0,38.0,2200,Caminando,4.59,8,osrm,91
246,3430.0,60.0,2200,Caminando,1229.8,1077,osrm,0
248,2200.0,70.0,2200,Caminando,12.19,17,osrm,50
249,1500.0,153.0,2200,Caminando,24.62,33,osrm,66
250,4500.0,2000.0,2200,Caminando,11.9,16,osrm,24
251,5900.0,5000.0,2200,Caminando,13.27,18,osrm,17
252,3900.0,1012.0,2200,Caminando,28.13,36,osrm,25
253,3000.0,1012.0,2200,Caminando,13.27,18,osrm,16
254,2200.0,1012.0,2200,Caminando,5.52,9,osrm,98
255,6300.0,5000.0,2200,Caminando,16.94,23,osrm,6
256,2900.0,3000.0,2200,Caminando,27.93,42,osrm,9
257,1500.0,65.0,2200,Caminando,10.77,15,osrm,100
258,1800.0,72.0,2200,Caminando,11.02,16,osrm,61
259,2300.0,60.0,2200,Caminando,11.3,16,osrm,6
260,2600.0,61.0,2200,Caminando,1229.8,1077,osrm,0
261,5250.0,110.0,2200,Caminando,4.61,9,osrm,64
262,1980.0,41.0,2200,Caminando,3.59,6,osrm,79
263,3200.0,105.0,2200,Caminando,6.83,10,osrm,47
264,4100.0,120.0,2200,Caminando,1229.8,1077,osrm,5
265,4718.0,120.0,2200,Caminando,1229.8,1077,osrm,0
266,4250.0,73.0,2200,Caminando,1229.8,1077,osrm,0
267,2950.0,64.0,2200,Caminando,4.38,9,osrm,57
268,3000.0,75.0,2200,Caminando,5.3,9,osrm,51
269,3450.0,80.0,2200,Caminando,1229.8,1077,osrm,0
270,2500.0,43.0,2200,Caminando,3.62,7,osrm,31
271,2800.0,60.0,2200,Caminando,9.49,15,osrm,44
272,4800.0,145.0,2200,Caminando,1229.8,1077,osrm,0
273,3450.0,91.0,2200,Caminando,1229.8,1077,osrm,0
274,2800.0,89.0,2200,Caminando,4.26,8,osrm,49
275,2300.0,72.0,2200,Caminando,1229.8,1077,osrm,0
276,2500.0,75.0,2200,Caminando,5.96,10,osrm,57
277,1750.0,90.0,2200,Caminando,1.81,3,osrm,96
278,3260.0,64.0,2200,Caminando,1229.8,1077,osrm,2
279,4040.0,104.0,2200,Caminando,1229.8,1077,osrm,0
280,4875.0,115.0,2200,Caminando,1229.8,1077,osrm,0
281,4100.0,95.0,2200,Caminando,1229.8,1077,osrm,0
282,3000.0,120.0,2200,Caminando,12.6,23,osrm,10
283,3259.0,87.0,2200,Caminando,1229.8,1077,osrm,0
284,2932.0,70.0,2200,Caminando,9.51,14,osrm,61
285,1800.0,75.0,2200,Caminando,7.24,10,osrm,89
286,1350.0,55.0,2200,Caminando,14.96,20,osrm,43
287,2700.0,70.0,2200,Caminando,1229.8,1077,osrm,1
288,4381.0,130.0,2200,Caminando,9.42,14,osrm,48
289,3880.0,120.0,2200,Caminando,2.98,5,osrm,51
290,2970.0,55.0,2200,Caminando,1229.8,1077,osrm,0
291,4300.0,90.0,2200,Caminando,1229.8,1077,osrm,2
292,2150.0,0.0,2200,Caminando,5.53,9,osrm,82
293,4100.0,130.0,2200,Caminando,1229.8,1077,osrm,0
294,2990.0,75.0,2200,Caminando,6.1,10,osrm,54
295,2100.0,90.0,2200,Caminando,10.46,15,osrm,100
296,2500.0,90.0,2200,Caminando,5.75,10,osrm,54
297,7610.0,147.0,2200,Caminando,1229.8,1077,osrm,0
298,2300.0,47.0,2200,Caminando,6.05,10,osrm,44
299,3500.0,86.0,2200,Caminando,6.32,9,osrm,60
300,2659.0,52.0,2200,Caminando,1229.8,1077,osrm,0
301,2300.0,70.0,2200,Caminando,1.78,3,osrm,47
302,3538.0,70.0,2200,Caminando,1229.8,1077,osrm,1
303,4300.0,62.0,2200,Caminando,1229.8,1077,osrm,0
304,2639.0,52.0,2200,Caminando,1229.8,1077,osrm,0
305,3240.0,61.0,2200,Caminando,1229.8,1077,osrm,0
306,2350.0,46.0,2200,Caminando,9.25,14,osrm,35
307,4450.0,130.0,2200,Caminando,1229.8,1077,osrm,0
308,5527.0,200.0,2200,Caminando,1229.8,1077,osrm,1
309,2500.0,51.0,2200,Caminando,3.62,5,osrm,32
310,4200.0,77.0,2200,Caminando,1229.8,1077,osrm,0
311,2000.0,60.0,2200,Caminando,1.59,3,osrm,73
312,4800.0,120.0,2200,Caminando,3.65,7,osrm,54
313,2300.0,60.0,2200,Caminando,4.5,9,osrm,48
314,3690.0,80.0,2200,Caminando,1229.8,1077,osrm,0
315,2271.0,42.0,2200,Caminando,4.39,6,osrm,48
316,2900.0,70.0,2200,Caminando,1229.8,1077,osrm,0
317,2999.0,75.0,2200,Caminando,5.32,9,osrm,47
318,1850.0,45.0,2200,Caminando,3.72,5,osrm,81
319,3400.0,75.0,2200,Caminando,6.49,9,osrm,64
320,2400.0,64.0,2200,Caminando,3.5,7,osrm,49
321,2000.0,60.0,2200,Caminando,3.23,6,osrm,91
322,3500.0,88.0,2200,Caminando,1229.8,1077,osrm,0
323,3500.0,88.0,2200,Caminando,4.26,8,osrm,47
324,2300.0,52.0,2200,Caminando,6.06,9,osrm,47
325,4250.0,100.0,2200,Caminando,1229.8,1077,osrm,0
326,3700.0,76.0,2200,Caminando,1229.8,1077,osrm,0
327,2450.0,70.0,2200,Caminando,6.51,9,osrm,62
328,4650.0,100.0,2200,Caminando,1229.8,1077,osrm,0
329,2400.0,47.0,2200,Caminando,4.27,9,osrm,48
330,2400.0,50.0,2200,Caminando,9.21,14,osrm,32
332,2200.0,43.0,2200,Caminando,4.06,8,osrm,77
333,3150.0,98.0,2200,Caminando,1229.8,1077,osrm,0
334,3258.0,100.0,2200,Caminando,1229.8,1077,osrm,0
335,3500.0,97.0,2200,Caminando,1229.8,1077,osrm,0
336,6174.0,140.0,2200,Caminando,1229.8,1077,osrm,0
337,2776.0,41.0,2200,Caminando,1229.8,1077,osrm,0
338,4300.0,128.0,2200,Caminando,1229.8,1077,osrm,4
339,1500.0,120.0,2200,Caminando,20.18,27,osrm,70
340,2770.0,55.0,2200,Caminando,1229.8,1077,osrm,0
341,2550.0,40.0,2200,Caminando,4.13,8,osrm,48
342,2890.0,60.0,2200,Caminando,1229.8,1077,osrm,0
343,3500.0,84.0,2200,Caminando,1229.8,1077,osrm,0
344,2420.0,60.0,2200,Caminando,1229.8,1077,osrm,0
345,3700.0,80.0,2200,Caminando,2.51,4,osrm,46
346,5175.0,120.0,2200,Caminando,1229.8,1077,osrm,0
347,1700.0,60.0,2200,Caminando,6.09,10,osrm,90
348,1700.0,60.0,2200,Caminando,5.94,10,osrm,84
349,8000.0,305.0,2200,Caminando,1229.8,1077,osrm,0
350,3500.0,74.0,2200,Caminando,3.89,8,osrm,54
351,2300.0,70.0,2200,Caminando,4.18,8,osrm,46
353,2300.0,60.0,2200,Caminando,3.52,7,osrm,46
354,2500.0,78.0,2200,Caminando,1229.8,1077,osrm,0
355,5190.0,140.0,2200,Caminando,4.07,6,osrm,48
356,2933.0,110.0,2200,Caminando,1229.8,1077,osrm,0
357,3400.0,90.0,2200,Caminando,3.94,8,osrm,59
358,2500.0,49.0,2200,Caminando,6.25,9,osrm,42
359,2750.0,61.0,2200,Caminando,8.78,13,osrm,50
360,5160.0,102.0,2200,Caminando,1229.8,1077,osrm,3
361,2900.0,52.0,2200,Caminando,1229.8,1077,osrm,0
362,2250.0,65.0,2200,Caminando,1229.8,1077,osrm,0
364,2900.0,60.0,2200,Caminando,1229.8,1077,osrm,0
365,3100.0,65.0,2200,Caminando,8.65,12,osrm,51
366,2400.0,55.0,2200,Caminando,2.36,4,osrm,38
367,3800.0,64.0,2200,Caminando,4.11,5,osrm,64
368,4140.0,86.0,2200,Caminando,1229.8,1077,osrm,0
369,2800.0,61.0,2200,Caminando,3.35,6,osrm,59
370,3500.0,81.0,2200,Caminando,1229.8,1077,osrm,0
371,2000.0,78.0,2200,Caminando,10.16,14,osrm,90
372,4020.0,103.0,2200,Caminando,1229.8,1077,osrm,3
373,6120.0,135.0,2200,Caminando,1229.8,1077,osrm,5
375,3315.0,70.0,2200,Caminando,8.68,13,osrm,50
376,2200.0,48.0,2200,Caminando,4.46,9,osrm,75
377,2600.0,60.0,2200,Caminando,3.51,7,osrm,47
378,3600.0,87.0,2200,Caminando,1229.8,1077,osrm,0
379,2700.0,70.0,2200,Caminando,1229.8,1077,osrm,0
380,7550.0,200.0,2200,Caminando,1229.8,1077,osrm,0
381,3500.0,138.0,2200,Caminando,1229.8,1077,osrm,0
382,8395.0,200.0,2200,Caminando,1229.8,1077,osrm,0
383,2970.0,73.0,2200,Caminando,6.22,9,osrm,49
384,3000.0,92.0,2200,Caminando,9.11,15,osrm,60
385,2620.0,80.0,2200,Caminando,4.07,8,osrm,57
387,2250.0,42.0,2200,Caminando,4.19,8,osrm,49
388,2898.0,70.0,2200,Caminando,13.74,19,osrm,12
389,9000.0,130.0,2200,Caminando,1229.8,1077,osrm,0
390,2300.0,93.0,2200,Caminando,2.57,4,osrm,50
391,2500.0,79.0,2200,Caminando,9.3,13,osrm,63
392,9436.0,233.0,2200,Caminando,4.33,9,osrm,62
394,2400.0,52.0,2200,Caminando,1229.8,1077,osrm,0
397,2900.0,55.0,2200,Caminando,1229.8,1077,osrm,0
398,4020.0,131.0,2200,Caminando,3.59,7,osrm,61
400,3000.0,75.0,2200,Caminando,1229.8,1077,osrm,0
401,2900.0,80.0,2200,Caminando,1229.8,1077,osrm,5
402,6800.0,182.0,2200,Caminando,1229.8,1077,osrm,0
403,8027.0,207.0,2200,Caminando,3.59,7,osrm,49
405,4500.0,2500.0,2200,Caminando,26.4,37,osrm,16
406,3050.0,52.0,2200,Caminando,1229.8,1077,osrm,0
407,2600.0,48.0,2200,Caminando,1229.8,1077,osrm,0
408,3385.0,65.0,2200,Caminando,1229.8,1077,osrm,0
409,2995.0,75.0,2200,Caminando,1229.8,1077,osrm,0
410,7875.0,160.0,2200,Caminando,4.39,6,osrm,62
411,2600.0,90.0,2200,Caminando,9.4,14,osrm,46
412,3780.0,60.0,2200,Caminando,5.12,9,osrm,35
414,1790.0,74.0,2200,Caminando,4.52,7,osrm,100
415,5075.0,154.0,2200,Caminando,5.39,9,osrm,58
416,6120.0,100.0,2200,Caminando,5.85,10,osrm,50
417,2950.0,85.0,2200,Caminando,9.71,14,osrm,59
418,3200.0,121.0,2200,Caminando,5.45,9,osrm,59
419,7200.0,388.0,2200,Caminando,5.63,10,osrm,64
420,3360.0,50.0,2200,Caminando,5.81,9,osrm,33
421,3500.0,160.0,2200,Caminando,1229.8,1077,osrm,0
422,3400.0,80.0,2200,Caminando,8.57,12,osrm,62
423,2700.0,63.0,2200,Caminando,9.38,13,osrm,63
424,1700.0,70.0,2200,Caminando,6.04,10,osrm,91
425,3500.0,97.0,2200,Caminando,5.1,9,osrm,53
426,3450.0,144.0,2200,Caminando,14.71,17,osrm,21
427,1850.0,41.0,2200,Caminando,6.48,11,osrm,89
428,4231.0,62.0,2200,Caminando,5.32,9,osrm,65
429,2600.0,45.0,2200,Caminando,5.46,10,osrm,45
430,2950.0,140.0,2200,Caminando,12.26,17,osrm,12
431,2500.0,89.0,2200,Caminando,12.17,17,osrm,8
432,2600.0,118.0,2200,Caminando,4.25,7,osrm,50
433,2500.0,102.0,2200,Caminando,3.77,6,osrm,50
434,5250.0,63.0,2200,Caminando,6.09,10,osrm,47
435,2200.0,46.0,2200,Caminando,5.78,9,osrm,81
436,3000.0,84.0,2200,Caminando,8.77,11,osrm,53
437,3750.0,100.0,2200,Caminando,4.87,8,osrm,57
438,3350.0,135.0,2200,Caminando,11.21,16,osrm,18
439,7980.0,151.0,2200,Caminando,5.79,9,osrm,58
440,3150.0,93.0,2200,Caminando,9.82,14,osrm,53
442,2500.0,110.0,2200,Caminando,10.6,17,osrm,16
443,2933.0,63.0,2200,Caminando,5.82,10,osrm,54
444,1600.0,68.0,2200,Caminando,9.12,13,osrm,100
445,2100.0,65.0,2200,Caminando,10.0,14,osrm,100
446,2700.0,45.0,2200,Caminando,5.59,9,osrm,47
447,2750.0,80.0,2200,Caminando,14.96,17,osrm,24
448,2700.0,43.0,2200,Caminando,5.68,9,osrm,42
449,2850.0,58.0,2200,Caminando,9.71,13,osrm,35
450,2850.0,58.0,2200,Caminando,2.32,4,osrm,43
451,8675.0,440.0,2200,Caminando,3.98,6,osrm,47
452,4200.0,147.0,2200,Caminando,14.1,19,osrm,6
453,2500.0,47.0,2200,Caminando,4.77,8,osrm,49
454,2058.0,45.0,2200,Caminando,6.58,8,osrm,77
456,1000.0,40.0,2200,Caminando,12.42,18,osrm,55
457,2700.0,63.0,2200,Caminando,2.09,4,osrm,58
458,5200.0,120.0,2200,Caminando,7.54,13,osrm,64
459,2250.0,40.0,2200,Caminando,9.38,13,osrm,32
460,1600.0,78.0,2200,Caminando,4.71,7,osrm,100
461,2600.0,104.0,2200,Caminando,4.18,7,osrm,65
462,4032.0,60.0,2200,Caminando,5.78,10,osrm,36
463,2500.0,59.0,2200,Caminando,9.19,13,osrm,43
464,3700.0,62.0,2200,Caminando,5.82,9,osrm,60
465,3987.0,66.0,2200,Caminando,5.34,9,osrm,57
466,1500.0,60.0,2200,Caminando,12.25,17,osrm,45
467,1800.0,61.0,2200,Caminando,12.76,17,osrm,50
468,3100.0,80.0,2200,Caminando,9.48,13,osrm,52
469,3300.0,66.0,2200,Caminando,9.63,13,osrm,60
470,2600.0,80.0,2200,Caminando,4.25,7,osrm,53
471,2300.0,77.0,2200,Caminando,10.19,17,osrm,7
473,2100.0,56.0,2200,Caminando,6.39,11,osrm,78
474,3000.0,100.0,2200,Caminando,10.09,17,osrm,17
475,2700.0,70.0,2200,Caminando,3.33,5,osrm,59
476,2400.0,42.0,2200,Caminando,8.94,13,osrm,43
477,2700.0,49.0,2200,Caminando,4.89,8,osrm,46
478,8050.0,216.0,2200,Caminando,5.33,9,osrm,63
479,1900.0,43.0,2200,Caminando,2.12,4,osrm,86
480,4200.0,147.0,2200,Caminando,13.72,19,osrm,21
481,1900.0,43.0,2200,Caminando,2.55,5,osrm,88
482,4200.0,147.0,2200,Caminando,12.62,23,osrm,14
483,4000.0,45.0,2200,Caminando,4.88,8,osrm,36
487,2000.0,47.0,2200,Caminando,10.56,18,osrm,46
488,1850.0,44.0,2200,Caminando,10.04,16,osrm,51
489,9254.0,170.0,2200,Caminando,5.57,9,osrm,53
490,3000.0,69.0,2200,Caminando,13.12,17,osrm,21
491,3500.0,73.0,2200,Caminando,5.99,10,osrm,45
492,1900.0,45.0,2200,Caminando,10.96,18,osrm,35
493,2100.0,57.0,2200,Caminando,10.64,16,osrm,42
494,2300.0,45.0,2200,Caminando,5.34,9,osrm,31
495,7590.0,217.0,2200,Caminando,1229.8,1077,osrm,0
497,3150.0,84.0,2200,Caminando,1229.8,1077,osrm,3
498,6400.0,177.0,2200,Caminando,5.05,9,osrm,64
499,3000.0,108.0,2200,Caminando,3.54,6,osrm,49
504,4100.0,142.0,2200,Caminando,4.79,8,osrm,64
506,2400.0,50.0,2200,Caminando,5.47,10,osrm,38
507,1700.0,40.0,2200,Caminando,10.12,17,osrm,37
508,1600.0,50.0,2200,Caminando,5.01,8,osrm,80
509,3700.0,120.0,2200,Caminando,5.41,9,osrm,55
3,2750.0,60.0,1500,Bicicleta,6.69,10,osrm,34
4,9000.0,1200.0,1500,Bicicleta,12.25,18,osrm,6
5,4590.0,140.0,1500,Bicicleta,12.18,17,osrm,2
6,2500.0,70.0,1500,Bicicleta,1.5,4,osrm,30
7,1200.0,73.0,1500,Bicicleta,13.79,20,osrm,35
8,3365.0,108.0,1500,Bicicleta,11.3,17,osrm,9
9,1450.0,73.0,1500,Bicicleta,1.57,4,osrm,79
10,3048.0,68.0,1500,Bicicleta,1238.91,1087,osrm,0
11,3600.0,93.0,1500,Bicicleta,1238.91,1087,osrm,0
12,5760.0,110.0,1500,Bicicleta,1238.91,1087,osrm,0
13,2140.0,60.0,1500,Bicicleta,11.69,15,osrm,34
14,2950.0,95.0,1500,Bicicleta,1238.91,1087,osrm,0
15,2700.0,40.0,1500,Bicicleta,1238.91,1087,osrm,0
16,2600.0,40.0,1500,Bicicleta,12.31,14,osrm,44
17,2450.0,56.0,1500,Bicicleta,5.15,8,osrm,31
18,4500.0,140.0,1500,Bicicleta,1238.91,1087,osrm,0
20,8500.0,325.0,1500,Bicicleta,8.74,11,osrm,42
22,3800.0,80.0,1500,Bicicleta,7.99,10,osrm,42
23,2900.0,74.0,1500,Bicicleta,1238.91,1087,osrm,0
24,3500.0,220.0,1500,Bicicleta,24.73,32,osrm,10
25,2600.0,42.0,1500,Bicicleta,12.49,14,osrm,38
26,3205.0,72.0,1500,Bicicleta,1238.91,1087,osrm,0
27,4400.0,100.0,1500,Bicicleta,1238.91,1087,osrm,0
28,2710.0,70.0,1500,Bicicleta,11.96,14,osrm,36
29,2100.0,70.0,1500,Bicicleta,15.15,19,osrm,0
30,8500.0,251.0,1500,Bicicleta,14.54,18,osrm,0
31,6210.0,290.0,1500,Bicicleta,16.74,22,osrm,7
32,2200.0,55.0,1500,Bicicleta,1238.91,1087,osrm,0
33,2527.0,81.0,1500,Bicicleta,1238.91,1087,osrm,0
34,5100.0,121.0,1500,Bicicleta,1238.91,1087,osrm,0
35,3060.0,80.0,1500,Bicicleta,1238.91,1087,osrm,0
36,4100.0,84.0,1500,Bicicleta,1238.91,1087,osrm,0
37,3300.0,98.0,1500,Bicicleta,1238.91,1087,osrm,0
38,2700.0,69.0,1500,Bicicleta,7.84,11,osrm,38
39,2700.0,85.0,1500,Bicicleta,8.28,11,osrm,41
40,2584.0,52.0,1500,Bicicleta,12.18,16,osrm,3
41,8930.0,130.0,1500,Bicicleta,1238.91,1087,osrm,0
42,3709.0,107.0,1500,Bicicleta,1238.91,1087,osrm,0
44,3777.0,62.0,1500,Bicicleta,6.45,13,osrm,42
46,2600.0,52.0,1500,Bicicleta,7.56,10,osrm,45
47,4400.0,84.0,1500,Bicicleta,1238.91,1087,osrm,0
48,6900.0,130.0,1500,Bicicleta,1238.91,1087,osrm,0
49,2333.0,55.0,1500,Bicicleta,12.79,14,osrm,33
50,4500.0,74.0,1500,Bicicleta,1238.91,1087,osrm,0
51,5500.0,160.0,1500,Bicicleta,1238.91,1087,osrm,0
52,1600.0,84.0,1500,Bicicleta,10.32,15,osrm,34
53,3500.0,92.0,1500,Bicicleta,1238.91,1087,osrm,0
54,4836.0,94.0,1500,Bicicleta,12.0,14,osrm,36
56,3380.0,69.0,1500,Bicicleta,1238.91,1087,osrm,0
58,8700.0,333.0,1500,Bicicleta,1238.91,1087,osrm,0
59,3700.0,118.0,1500,Bicicleta,1238.91,1087,osrm,0
60,3280.0,78.0,1500,Bicicleta,1238.91,1087,osrm,0
61,2760.0,58.0,1500,Bicicleta,1238.91,1087,osrm,0
62,4400.0,190.0,1500,Bicicleta,1238.91,1087,osrm,0
63,4300.0,93.0,1500,Bicicleta,1238.91,1087,osrm,0
64,3000.0,78.0,1500,Bicicleta,1238.91,1087,osrm,0
65,2700.0,75.0,1500,Bicicleta,5.42,8,osrm,46
66,4617.0,146.0,1500,Bicicleta,11.72,14,osrm,37
67,3000.0,79.0,1500,Bicicleta,6.62,13,osrm,32
68,2300.0,59.0,1500,Bicicleta,5.53,9,osrm,49
69,2243.0,75.0,1500,Bicicleta,1238.91,1087,osrm,0
70,3990.0,68.0,1500,Bicicleta,1238.91,1087,osrm,0
71,3800.0,69.0,1500,Bicicleta,1238.91,1087,osrm,0
72,2200.0,69.0,1500,Bicicleta,4.28,7,osrm,37
73,3200.0,84.0,1500,Bicicleta,1238.91,1087,osrm,0
75,3350.0,70.0,1500,Bicicleta,1238.91,1087,osrm,0
77,5175.0,135.0,1500,Bicicleta,1238.91,1087,osrm,0
78,5040.0,180.0,1500,Bicicleta,1238.91,1087,osrm,0
79,2510.0,45.0,1500,Bicicleta,12.69,16,osrm,0
80,9400.0,203.0,1500,Bicicleta,1238.91,1087,osrm,0
81,3190.0,63.0,1500,Bicicleta,1238.91,1087,osrm,0
82,3480.0,64.0,1500,Bicicleta,1238.91,1087,osrm,0
83,2780.0,53.0,1500,Bicicleta,1238.91,1087,osrm,0
